  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1980 12 15 12	35251.2	0.07	286.29	0	5.19	5.19	521.98	0.65
1980 12 16 12	35251.2	0.04	294.56	0	6.15	6.15	595.96	0.65
1980 12 17 12	35251.2	0	267.91	0	7.1	7.1	678.45	0.65
1980 12 18 12	35251.2	0	302.1	0	5.51	5.51	598.73	0.65
1980 12 19 12	35251.2	0	310.45	0	5.33	5.33	549.46	0.65
1980 12 20 12	35251.2	0	301.48	0	2.81	2.81	456.32	0.65
1980 12 21 12	35251.2	0	163.53	0	-1.19	-1.19	401.48	0.65
1980 12 22 12	35251.2	0	280.23	0	-0.98	-0.98	408.36	0.65
1980 12 23 12	35251.2	3.97	210.1	0	1.35	1.35	509.76	0.65
1980 12 24 12	35251.2	1.88	200.14	0	7.65	7.65	732.86	0.65
1980 12 25 12	35251.2	0.18	332.58	0	3.76	3.76	455.04	0.65
1980 12 26 12	35251.2	0	279.24	0	0.82	0.82	396.82	0.65
1980 12 27 12	35251.2	0	239.85	0	-0.08	-0.08	424.56	0.65
1980 12 28 12	35251.2	0	304.71	0	0.82	0.82	428.61	0.65
1980 12 29 12	35251.2	0	331.07	0	3.8	3.8	474.05	0.65
1980 12 30 12	35251.2	0	318.73	0	6.39	6.39	556.48	0.65
1980 12 31 12	35251.2	0	278.81	0	3.67	3.67	512.69	0.65
1981 01 01 12	35251.2	0	326.71	0	5.2	5.2	530.25	0.65
1981 01 02 12	35251.2	0	316.55	0	4.93	4.93	504.81	0.65
1981 01 03 12	35268.21	0	328.46	0	3.77	3.77	464	0.65
1981 01 04 12	35404.62	0	333.4	0	4.9	4.9	459.65	0.65
1981 01 05 12	35536.19	0	308.45	0	0.2	0.2	353.97	0.65
1981 01 06 12	35596.8	10.96	265.48	0	-0.97	-0.97	380.08	0.65
1981 01 07 12	35596.8	3.65	242.99	0	2.41	2.41	518.14	0.65
1981 01 08 12	35596.8	0	348.43	0	-0.16	-0.16	399.1	0.65
1981 01 09 12	35596.8	0	375.01	0	1.42	1.42	398.58	0.65
1981 01 10 12	35596.8	0	378.78	0	2.64	2.64	397.89	0.65
1981 01 11 12	35675.46	0	332.88	0	-1.91	-1.91	305.38	0.65
1981 01 12 12	35932.83	0	364.9	0	-4.91	-4.91	246.25	0.65
1981 01 13 12	35942.4	0	371.52	0	-4.56	-4.56	254.21	0.65
1981 01 14 12	35942.4	0	395.79	0	-0.51	-0.51	323.35	0.65
1981 01 15 12	35942.4	0	391.37	0	3.92	3.92	427.28	0.65
1981 01 16 12	35942.4	0	390.91	0	3.51	3.51	411.87	0.65
1981 01 17 12	36165.09	0	376.69	0	0.42	0.42	341.11	0.65
1981 01 18 12	36288	0	382.53	0	-2.58	-2.58	286.11	0.65
1981 01 19 12	36288	0.53	314.14	0	0.19	0.19	336.59	0.65
1981 01 20 12	36288	13.87	314.43	0	4.42	4.42	464.95	0.65
1981 01 21 12	36305.01	4.65	126.25	0	5.35	5.35	659.66	0.65
1981 01 22 12	36624.03	0.03	191.76	0	3.8	3.8	666.91	0.65
1981 01 23 12	36633.6	0	211.54	0	3.99	3.99	634.75	0.65
1981 01 24 12	36633.6	0	382.14	0	3.07	3.07	498.99	0.65
1981 01 25 12	36633.6	0	395.75	0	5.82	5.82	517.69	0.65
1981 01 26 12	36918.59	0	386.93	0	8.65	8.65	647.6	0.65
1981 01 27 12	36979.2	0.42	240.1	0	12.79	12.79	915.98	0.65
1981 01 28 12	36979.2	0.14	388.01	0	7.27	7.27	594.74	0.65
1981 01 29 12	36979.2	0	397.46	0	6.13	6.13	510.74	0.65
1981 01 30 12	37315.23	0.43	314.66	0	7.18	7.18	562.71	0.65
1981 01 31 12	37324.8	0.76	275.53	0	7.3	7.3	633.6	0.65
1981 02 01 12	37324.8	22.21	224.39	0	7.34	7.34	686.31	0.65
1981 02 02 12	37403.46	7.34	402.5	0	4.25	4.25	464.43	0.65
1981 02 03 12	37670.4	0	360.37	0	-2.74	-2.74	278.37	0.65
1981 02 04 12	37670.4	0	393.86	0	-3.84	-3.84	273.75	0.65
1981 02 05 12	37670.4	0.51	325.49	0	-0.69	-0.69	341.35	0.65
1981 02 06 12	38006.43	0.17	339.98	0	-0.21	-0.21	412.26	0.65
1981 02 07 12	38016	0.12	270.37	0	5.25	5.25	638.19	0.65
1981 02 08 12	38016	0.04	298.31	0	6.78	6.78	662.05	0.65
1981 02 09 12	38238.69	14.63	334.72	0	2.97	2.97	443.54	0.65
1981 02 10 12	38361.6	29.26	327.95	0	3.87	3.87	454.68	0.65
1981 02 11 12	38361.6	8.24	360.02	0	4.45	4.45	426.48	0.65
1981 02 12 12	38440.26	0.04	384.93	0	-4.08	-4.08	248.36	0.65
1981 02 13 12	38707.2	0	444.04	0	-4.74	-4.74	271.02	0.65
1981 02 14 12	38707.2	0	372.96	0	2.37	2.37	501.4	0.65
1981 02 15 12	38724.21	1.77	319.29	0	6.45	6.45	675.87	0.65
1981 02 16 12	39052.8	3.98	286.7	0	10.26	10.26	902.8	0.65
1981 02 17 12	39052.8	5.31	192.38	0	13.26	13.26	1179.3	0.65
1981 02 18 12	39069.81	2.1	224.51	0	13.81	13.81	1220.67	0.65
1981 02 19 12	39398.4	0.24	366.02	0	14.68	14.68	1146.9	0.65
1981 02 20 12	39398.4	0	433.44	0	13.15	13.15	903.78	0.65
1981 02 21 12	39415.41	1.97	345.86	0	11.26	11.26	740.65	0.65
1981 02 22 12	39744	1.93	340.39	0	11.86	11.86	748.42	0.65
1981 02 23 12	39744	0.42	436.18	0	11.13	11.13	713.81	0.65
1981 02 24 12	39897.43	0	467.16	0	7.65	7.65	554.1	0.65
1981 02 25 12	40089.6	0	472.58	0	8.94	8.94	562.83	0.65
1981 02 26 12	40089.6	0	475.88	0	11.14	11.14	643.78	0.65
1981 02 27 12	40425.63	0	465.84	0	14.42	14.42	818.3	0.65
1981 02 28 12	40435.2	1.32	347.91	0	16.23	16.23	959.61	0.65
1981 03 01 12	40435.2	5.21	335.69	0	15.39	15.39	934.88	0.65
1981 03 02 12	40780.8	1.59	398.64	0	9.46	9.46	701.75	0.65
1981 03 03 12	40780.8	0.06	429.71	0	7.92	7.92	634.64	0.65
1981 03 04 12	40780.8	24.95	344.01	0	9.49	9.49	736.66	0.65
1981 03 05 12	41126.4	8.31	267.27	0	12.05	12.05	944.67	0.65
1981 03 06 12	41126.4	0	460.13	0	7.78	7.78	668.73	0.65
1981 03 07 12	41126.4	0	462.14	0	7.88	7.88	625.9	0.65
1981 03 08 12	41472	0	443.6	0	7.71	7.71	622.39	0.65
1981 03 09 12	41472	0	489	0	6.71	6.71	542.15	0.65
1981 03 10 12	41817.6	0	493.76	0	6.54	6.54	505.64	0.65
1981 03 11 12	41817.6	0	503.95	0	7.46	7.46	520.88	0.65
1981 03 12 12	41817.6	0	507.45	0	7.67	7.67	521.27	0.65
1981 03 13 12	42163.2	0	507.82	0	7.93	7.93	543.26	0.65
1981 03 14 12	42163.2	0	511.92	0	10.26	10.26	603.26	0.65
1981 03 15 12	42163.2	6.44	388.62	0	8.93	8.93	581.04	0.65
1981 03 16 12	42508.8	2.15	512.52	0	10.13	10.13	601.23	0.65
1981 03 17 12	42508.8	1.99	387.75	0	7.42	7.42	542.09	0.65
1981 03 18 12	42844.83	6.73	393.16	0	9.58	9.58	594.51	0.65
1981 03 19 12	42854.4	2.07	436.6	0	8.55	8.55	555.6	0.65
1981 03 20 12	42854.4	0.02	484.18	0	5.82	5.82	514.65	0.65
1981 03 21 12	43200	23.9	387.71	0	6.96	6.96	587.71	0.65
1981 03 22 12	43200	8.91	379.44	0	11.05	11.05	760.49	0.65
1981 03 23 12	43200	0.31	287.61	0	8.98	8.98	758.58	0.65
1981 03 24 12	43545.6	0	477.29	0	5.58	5.58	578.75	0.65
1981 03 25 12	43545.6	0	535.36	0	7.8	7.8	578.02	0.65
1981 03 26 12	43555.17	0	534.89	0	9.29	9.29	620.33	0.65
1981 03 27 12	43891.2	0	540.79	0	10.79	10.79	682.9	0.65
1981 03 28 12	43891.2	0	539.99	0	13.73	13.73	835.69	0.65
1981 03 29 12	44236.8	62.43	390.05	0	16.74	16.74	1107.43	0.65
1981 03 30 12	44236.8	21.06	404.14	0	18.86	18.86	1381.85	0.65
1981 03 31 12	44236.8	21.45	394.24	0	16.68	16.68	1159.37	0.65
1981 04 01 12	44582.4	7.16	527.04	0	18.18	18.18	1115.64	0.65
1981 04 02 12	44582.4	0.01	552.92	0	15.36	15.36	899.6	0.65
1981 04 03 12	44582.4	0	552.66	0	16.26	16.26	998.49	0.65
1981 04 04 12	44928	20.61	381.26	0	19.08	19.08	1261.14	0.65
1981 04 05 12	44928	6.87	532.21	0	17.36	17.36	1067.7	0.65
1981 04 06 12	45273.6	0	535.21	0	12.22	12.22	828.6	0.65
1981 04 07 12	45273.6	0	521.66	0	14.2	14.2	990.71	0.65
1981 04 08 12	45273.6	0.04	417.27	0	15.95	15.95	1140.46	0.65
1981 04 09 12	45619.2	0.01	430.15	0	16.78	16.78	1303.52	0.65
1981 04 10 12	45619.2	0	424.42	0	18.7	18.7	1489.56	0.65
1981 04 11 12	45619.2	0	504.75	0	20.12	20.12	1494.51	0.65
1981 04 12 12	45964.8	0	500.59	0	20.78	20.78	1506.51	0.65
1981 04 13 12	45964.8	0	470.37	0	20.43	20.43	1525.43	0.65
1981 04 14 12	45974.37	0	516.97	0	20.63	20.63	1495.19	0.65
1981 04 15 12	46310.4	0	525.34	0	21.23	21.23	1487.16	0.65
1981 04 16 12	46310.4	0	453.65	0	20.08	20.08	1543.18	0.65
1981 04 17 12	46502.57	2.07	308.67	0	20.71	20.71	1733.91	0.65
1981 04 18 12	46656	0.77	352.89	0	20.82	20.82	1685.06	0.65
1981 04 19 12	46656	0.03	488.33	0	21.3	21.3	1675.28	0.65
1981 04 20 12	46984.59	0.61	403.59	0	22.48	22.48	1770.45	0.65
1981 04 21 12	47001.6	0.2	488.23	0	19.37	19.37	1451.66	0.65
1981 04 22 12	47001.6	0.03	376.85	0	17.97	17.97	1417.11	0.65
1981 04 23 12	47330.19	5.77	246.29	0	17.24	17.24	1446.7	0.65
1981 04 24 12	47347.2	1.92	506.21	0	16.86	16.86	1237.1	0.65
1981 04 25 12	47347.2	0	578.28	0	14.98	14.98	977.08	0.65
1981 04 26 12	47675.79	0	573.63	0	16.12	16.12	1018.72	0.65
1981 04 27 12	47692.8	0	579.73	0	17.86	17.86	1094.41	0.65
1981 04 28 12	47692.8	0	558.83	0	18.98	18.98	1178.39	0.65
1981 04 29 12	47959.74	2.3	414.11	0	20.25	20.25	1400.99	0.65
1981 04 30 12	48038.4	0.77	499.35	0	21.58	21.58	1576.12	0.65
1981 05 01 12	48038.4	0.01	479.03	0	19.93	19.93	1374.11	0.65
1981 05 02 12	48161.31	0	564.35	0	15.53	15.53	1016.89	0.65
1981 05 03 12	48384	0	584.55	0	14.86	14.86	940.71	0.65
1981 05 04 12	48384	0	586.61	0	16.2	16.2	1045.92	0.65
1981 05 05 12	48393.57	2.96	417.39	0	19.46	19.46	1377.66	0.65
1981 05 06 12	48729.6	0.99	465.45	0	20.92	20.92	1570.14	0.65
1981 05 07 12	48729.6	0	363.39	0	18.83	18.83	1523.12	0.65
1981 05 08 12	48729.6	0	368.32	0	17.09	17.09	1429.31	0.65
1981 05 09 12	48996.54	0.08	435.1	0	17.78	17.78	1415.26	0.65
1981 05 10 12	49075.2	0.94	345.35	0	19.03	19.03	1446.57	0.65
1981 05 11 12	49075.2	0.3	566.89	0	15.9	15.9	1055.78	0.65
1981 05 12 12	49084.77	0	530.67	0	12.53	12.53	880.57	0.65
1981 05 13 12	49420.8	0.04	516.42	0	14.5	14.5	977.99	0.65
1981 05 14 12	49420.8	0.01	573.22	0	18.83	18.83	1165.54	0.65
1981 05 15 12	49420.8	0	578.26	0	17.49	17.49	1077.17	0.65
1981 05 16 12	49481.41	0.51	400.82	0	14.99	14.99	1066.4	0.65
1981 05 17 12	49766.4	5.97	395.77	0	16.14	16.14	1216.46	0.65
1981 05 18 12	49766.4	27.47	405.09	0	19.28	19.28	1460.77	0.65
1981 05 19 12	49766.4	9.91	378.96	0	22.14	22.14	1644.87	0.65
1981 05 20 12	49775.97	0.47	526.3	0	18.47	18.47	1248.3	0.65
1981 05 21 12	50094.99	0	506.75	0	13.51	13.51	978.17	0.65
1981 05 22 12	50112	0	593.72	0	15.46	15.46	1010.64	0.65
1981 05 23 12	50112	0	586.06	0	18.71	18.71	1189.57	0.65
1981 05 24 12	50112	0	555.01	0	20.83	20.83	1488.59	0.65
1981 05 25 12	50234.91	6.61	356.64	0	23.58	23.58	1916.12	0.65
1981 05 26 12	50457.6	16.92	332.78	0	23.13	23.13	1917	0.65
1981 05 27 12	50457.6	4.91	355.5	0	20.98	20.98	1715.04	0.65
1981 05 28 12	50457.6	0	521.95	0	19.43	19.43	1484	0.65
1981 05 29 12	50457.6	0.07	408.77	0	21.02	21.02	1642.39	0.65
1981 05 30 12	50467.17	0.02	499.63	0	24.11	24.11	1959.69	0.65
1981 05 31 12	50724.54	11.38	368.29	0	25.48	25.48	2174.69	0.65
1981 06 01 12	50803.2	6.69	350.38	0	25.82	25.82	2254	0.65
1981 06 02 12	50803.2	7.66	279.61	0	24.42	24.42	2217.63	0.65
1981 06 03 12	50803.2	17.57	358.19	0	24.32	24.32	2114.42	0.65
1981 06 04 12	50803.2	5.11	471.81	0	24.86	24.86	2108.41	0.65
1981 06 05 12	50803.2	0	463.29	0	25.21	25.21	2206.09	0.65
1981 06 06 12	50812.77	0.92	395.6	0	26.77	26.77	2393.38	0.65
1981 06 07 12	50995.38	0.83	384.69	0	26.79	26.79	2351.24	0.65
1981 06 08 12	51131.79	0.18	448.7	0	26.1	26.1	2263.36	0.65
1981 06 09 12	51148.8	0	500.74	0	26.39	26.39	2234.82	0.65
1981 06 10 12	51148.8	0.05	453.9	0	26.99	26.99	2351.43	0.65
1981 06 11 12	51148.8	11.09	348.44	0	27.41	27.41	2449.97	0.65
1981 06 12 12	51148.8	3.85	424.43	0	25.96	25.96	2300.51	0.65
1981 06 13 12	51148.8	0.09	447.7	0	26.7	26.7	2387.22	0.65
1981 06 14 12	51148.8	0.01	466.17	0	27.91	27.91	2472.12	0.65
1981 06 15 12	51148.8	0	502.57	0	27.2	27.2	2294.58	0.65
1981 06 16 12	51148.8	0	522.4	0	26.97	26.97	2198.68	0.65
1981 06 17 12	51148.8	0	521.06	0	27.02	27.02	2112.01	0.65
1981 06 18 12	51148.8	0	548.08	0	24.24	24.24	1792.32	0.65
1981 06 19 12	51148.8	0.03	507.81	0	24.07	24.07	1790.72	0.65
1981 06 20 12	51148.8	0.01	543.47	0	26.14	26.14	1969.27	0.65
1981 06 21 12	51148.8	0	532.11	0	26.6	26.6	2080.65	0.65
1981 06 22 12	51148.8	0	525.66	0	27.88	27.88	2239.01	0.65
1981 06 23 12	51148.8	0	523.27	0	28.32	28.32	2265.96	0.65
1981 06 24 12	51148.8	0	530.15	0	27.91	27.91	2236.93	0.65
1981 06 25 12	51148.8	14.28	393.83	0	28.55	28.55	2336.11	0.65
1981 06 26 12	51148.8	4.76	526.87	0	27.81	27.81	2090.39	0.65
1981 06 27 12	51148.8	0.02	550.21	0	23.61	23.61	1651.73	0.65
1981 06 28 12	51148.8	1.87	413.69	0	24.87	24.87	1843.45	0.65
1981 06 29 12	51148.8	4.7	386.12	0	26.48	26.48	2013.57	0.65
1981 06 30 12	51148.8	1.53	474.06	0	23.5	23.5	1755.43	0.65
1981 07 01 12	51148.8	26.82	398.15	0	24.56	24.56	1924.98	0.65
1981 07 02 12	51148.8	11.19	305.98	0	25.2	25.2	2154.67	0.65
1981 07 03 12	51148.8	0.76	402.92	0	23.56	23.56	1994.44	0.65
1981 07 04 12	51148.8	0	475.43	0	24.79	24.79	2026.35	0.65
1981 07 05 12	51070.14	12.11	335.62	0	25.86	25.86	2231.67	0.65
1981 07 06 12	50926.11	5.76	287.58	0	25.51	25.51	2267.09	0.65
1981 07 07 12	50803.2	0.58	483.5	0	25.4	25.4	2076.4	0.65
1981 07 08 12	50803.2	0	514.28	0	26.71	26.71	2114.12	0.65
1981 07 09 12	50803.2	0	508.8	0	28.01	28.01	2239.64	0.65
1981 07 10 12	50803.2	0.62	450.27	0	28.28	28.28	2298.51	0.65
1981 07 11 12	50803.2	0.21	503.17	0	28.04	28.04	2238.89	0.65
1981 07 12 12	50786.19	0	505.81	0	27.99	27.99	2232.41	0.65
1981 07 13 12	50580.52	0	502.99	0	28.37	28.37	2285.2	0.65
1981 07 14 12	50457.6	0	506.63	0	28.78	28.78	2321.7	0.65
1981 07 15 12	50457.6	0	508.12	0	29.2	29.2	2348.84	0.65
1981 07 16 12	50457.6	0	507.87	0	29.32	29.32	2359.2	0.65
1981 07 17 12	50457.6	0	507.79	0	29.77	29.77	2358.06	0.65
1981 07 18 12	50378.94	0	531.06	0	28.91	28.91	2222.03	0.65
1981 07 19 12	50121.57	0.36	411.02	0	29.31	29.31	2379.67	0.65
1981 07 20 12	50112	0.24	387.49	0	29.65	29.65	2411.32	0.65
1981 07 21 12	50112	0.04	528.93	0	29.1	29.1	2189.56	0.65
1981 07 22 12	50112	0	518.78	0	27.66	27.66	2060.18	0.65
1981 07 23 12	49958.57	0	538.26	0	27.32	27.32	2023.51	0.65
1981 07 24 12	49766.4	22.71	399.16	0	28.23	28.23	2182.79	0.65
1981 07 25 12	49766.4	8.04	511.22	0	29.25	29.25	2231.76	0.65
1981 07 26 12	49766.4	0.25	462.71	0	28.39	28.39	2285.26	0.65
1981 07 27 12	49687.74	0.03	495.62	0	28.44	28.44	2339.99	0.65
1981 07 28 12	49420.8	0	500.83	0	28.91	28.91	2416.78	0.65
1981 07 29 12	49420.8	4.55	359.6	0	29.31	29.31	2504.12	0.65
1981 07 30 12	49420.8	1.52	505.17	0	27.4	27.4	2167.23	0.65
1981 07 31 12	49267.38	0	473.38	0	25.88	25.88	2067.04	0.65
1981 08 01 12	49075.2	0	455.57	0	24.89	24.89	2039.58	0.65
1981 08 02 12	49075.2	0	457.36	0	25.01	25.01	2052.2	0.65
1981 08 03 12	49075.2	0	506.46	0	25.51	25.51	2022.94	0.65
1981 08 04 12	48739.17	0.06	471.08	0	27.03	27.03	2166.75	0.65
1981 08 05 12	48729.6	4.8	374.11	0	28.8	28.8	2431.82	0.65
1981 08 06 12	48729.6	7.81	361.35	0	29.06	29.06	2496.81	0.65
1981 08 07 12	48650.94	13.49	363.49	0	28.2	28.2	2374.07	0.65
1981 08 08 12	48384	3.82	463.25	0	26.34	26.34	2135.29	0.65
1981 08 09 12	48384	0	509.83	0	25.04	25.04	1936.6	0.65
1981 08 10 12	48384	0.04	503.14	0	25.27	25.27	1950.53	0.65
1981 08 11 12	48038.4	9.33	363.2	0	26.61	26.61	2208.18	0.65
1981 08 12 12	48038.4	4.21	372	0	26.53	26.53	2214.46	0.65
1981 08 13 12	48038.4	0.37	487.97	0	26.69	26.69	2174.31	0.65
1981 08 14 12	47692.8	0.1	479.76	0	26.84	26.84	2177.29	0.65
1981 08 15 12	47692.8	0.03	501.67	0	27.28	27.28	2211.23	0.65
1981 08 16 12	47692.8	19.93	370.79	0	27.85	27.85	2324.25	0.65
1981 08 17 12	47347.2	13.66	372.3	0	27.91	27.91	2319.3	0.65
1981 08 18 12	47347.2	17.09	316.3	0	26.17	26.17	2257.12	0.65
1981 08 19 12	47347.2	5.68	261.91	0	23.73	23.73	2164.91	0.65
1981 08 20 12	47001.6	9.77	181.32	0	22.45	22.45	2168.55	0.65
1981 08 21 12	47001.6	4.33	215.8	0	22.11	22.11	2117.55	0.65
1981 08 22 12	47001.6	0.39	397.77	0	22.52	22.52	1997.38	0.65
1981 08 23 12	46656	0.08	410.13	0	22.7	22.7	1945.83	0.65
1981 08 24 12	46656	0.03	477.93	0	23.52	23.52	1930.79	0.65
1981 08 25 12	46656	0	496.18	0	24.33	24.33	1950.85	0.65
1981 08 26 12	46310.4	2.03	396.31	0	25.71	25.71	2072.42	0.65
1981 08 27 12	46310.4	0.68	508.49	0	25.49	25.49	1961.82	0.65
1981 08 28 12	46310.4	0	488.89	0	24.74	24.74	1945.72	0.65
1981 08 29 12	45964.8	1.15	361.29	0	24.79	24.79	2066.19	0.65
1981 08 30 12	45964.8	0.38	467.34	0	26.13	26.13	2194.19	0.65
1981 08 31 12	45964.8	2.73	336.14	0	26.2	26.2	2268.49	0.65
1981 09 01 12	45619.2	1.71	371.62	0	25.72	25.72	2223.29	0.65
1981 09 02 12	45619.2	1.44	319.35	0	25.34	25.34	2198.04	0.65
1981 09 03 12	45334.21	2.54	332.95	0	24.31	24.31	2067.17	0.65
1981 09 04 12	45273.6	0.72	410.96	0	23.78	23.78	1967.24	0.65
1981 09 05 12	45273.6	0	494.88	0	22.91	22.91	1783.65	0.65
1981 09 06 12	44928	0.58	388.43	0	24.06	24.06	1869.57	0.65
1981 09 07 12	44928	0.19	499.38	0	23.84	23.84	1810.84	0.65
1981 09 08 12	44928	0	464.94	0	25.05	25.05	1884.58	0.65
1981 09 09 12	44582.4	0	524.67	0	21.02	21.02	1403.11	0.65
1981 09 10 12	44582.4	0	530.66	0	19.42	19.42	1243.38	0.65
1981 09 11 12	44582.4	0	525.68	0	20.85	20.85	1346.04	0.65
1981 09 12 12	44236.8	0	513.13	0	22.96	22.96	1537.43	0.65
1981 09 13 12	44236.8	4.19	376.36	0	24.06	24.06	1780.44	0.65
1981 09 14 12	43891.2	4.71	349.71	0	25.8	25.8	2067.62	0.65
1981 09 15 12	43891.2	6.31	327.74	0	24.97	24.97	2032.75	0.65
1981 09 16 12	43891.2	1.74	390.51	0	21.82	21.82	1729.04	0.65
1981 09 17 12	43545.6	0	474.75	0	19.05	19.05	1350.45	0.65
1981 09 18 12	43545.6	0	517.71	0	14.91	14.91	961.86	0.65
1981 09 19 12	43545.6	0	520.36	0	13.21	13.21	843.26	0.65
1981 09 20 12	43200	0	525.67	0	13.9	13.9	868.26	0.65
1981 09 21 12	43200	0	516.31	0	16.12	16.12	980.2	0.65
1981 09 22 12	42854.4	0	514.62	0	17.65	17.65	1069.19	0.65
1981 09 23 12	42854.4	0	504.37	0	19.43	19.43	1158.79	0.65
1981 09 24 12	42854.4	0	505.17	0	18.68	18.68	1106.07	0.65
1981 09 25 12	42508.8	0	499.23	0	19.53	19.53	1217.17	0.65
1981 09 26 12	42508.8	0	475.67	0	22.04	22.04	1445.94	0.65
1981 09 27 12	42508.8	0	473.09	0	21.92	21.92	1452.02	0.65
1981 09 28 12	42163.2	0	469.48	0	22.26	22.26	1439.14	0.65
1981 09 29 12	42163.2	0	488.09	0	19.96	19.96	1215.58	0.65
1981 09 30 12	41817.6	0	490.03	0	20.49	20.49	1173.68	0.65
1981 10 01 12	41817.6	0	480.88	0	21.42	21.42	1250.85	0.65
1981 10 02 12	41817.6	0	465.4	0	22.06	22.06	1269.33	0.65
1981 10 03 12	41472	0	486.32	0	14.6	14.6	836.02	0.65
1981 10 04 12	41472	0	486.24	0	13.77	13.77	792.42	0.65
1981 10 05 12	41472	0	483.73	0	16.23	16.23	913.25	0.65
1981 10 06 12	41126.4	0.07	442.97	0	20.51	20.51	1215.52	0.65
1981 10 07 12	41126.4	3.93	324.18	0	20.6	20.6	1314.83	0.65
1981 10 08 12	41065.79	1.41	301.19	0	16.11	16.11	1179.22	0.65
1981 10 09 12	40780.8	26.66	269.31	0	17.17	17.17	1356.42	0.65
1981 10 10 12	40780.8	11.37	129.09	0	16.72	16.72	1486.36	0.65
1981 10 11 12	40435.2	0.83	237.75	0	17.5	17.5	1550.94	0.65
1981 10 12 12	40435.2	0	367.28	0	17.79	17.79	1403.52	0.65
1981 10 13 12	40435.2	0	366.06	0	18.34	18.34	1378.18	0.65
1981 10 14 12	40089.6	0.06	293.44	0	18.04	18.04	1350.33	0.65
1981 10 15 12	40089.6	0.02	343.37	0	17.86	17.86	1383.66	0.65
1981 10 16 12	40089.6	0	325.11	0	19.45	19.45	1586.85	0.65
1981 10 17 12	39744	11.13	262.6	0	21.16	21.16	1740.07	0.65
1981 10 18 12	39744	3.97	303.34	0	22.1	22.1	1649.3	0.65
1981 10 19 12	39744	0.09	414.09	0	13.1	13.1	884.5	0.65
1981 10 20 12	39398.4	0	437.38	0	8.85	8.85	637.39	0.65
1981 10 21 12	39398.4	0	439.67	0	10.53	10.53	706.24	0.65
1981 10 22 12	39398.4	11.81	314.89	0	14.82	14.82	963.07	0.65
1981 10 23 12	39052.8	5.25	287.68	0	16.66	16.66	1090.49	0.65
1981 10 24 12	39052.8	2.02	285.07	0	9.27	9.27	740.11	0.65
1981 10 25 12	39052.8	26.82	285.2	0	8.68	8.68	778.17	0.65
1981 10 26 12	38707.2	13.58	161.13	0	12.05	12.05	1062.21	0.65
1981 10 27 12	38707.2	1.61	310.96	0	12.05	12.05	1015.13	0.65
1981 10 28 12	38707.2	0	335.13	0	10.35	10.35	877.42	0.65
1981 10 29 12	38361.6	0	392.19	0	12.33	12.33	920.06	0.65
1981 10 30 12	38361.6	0	401.3	0	14.95	14.95	996.8	0.65
1981 10 31 12	38361.6	0	365.94	0	17.23	17.23	1205.48	0.65
1981 11 01 12	38016	0	346.63	0	17.56	17.56	1322.46	0.65
1981 11 02 12	38016	0	319.35	0	17.85	17.85	1388.58	0.65
1981 11 03 12	38016	0	353.37	0	17.66	17.66	1346.22	0.65
1981 11 04 12	37749.06	3.84	254.79	0	18.23	18.23	1397	0.65
1981 11 05 12	37670.4	1.36	284.06	0	18.25	18.25	1335.85	0.65
1981 11 06 12	37670.4	0.03	370.16	0	17.1	17.1	1125.57	0.65
1981 11 07 12	37660.83	0	379.18	0	12.88	12.88	830.79	0.65
1981 11 08 12	37324.8	0	391.7	0	11.16	11.16	693.64	0.65
1981 11 09 12	37324.8	0	380.35	0	11.51	11.51	729.99	0.65
1981 11 10 12	37324.8	0	365.76	0	12.73	12.73	839.02	0.65
1981 11 11 12	37132.62	0	367.63	0	13.08	13.08	829.54	0.65
1981 11 12 12	36979.2	0	368.35	0	10.61	10.61	709.66	0.65
1981 11 13 12	36979.2	0	374.02	0	10.14	10.14	656.55	0.65
1981 11 14 12	36979.2	0	367.3	0	8.92	8.92	617.5	0.65
1981 11 15 12	36712.26	0.33	277.5	0	9.62	9.62	645.34	0.65
1981 11 16 12	36633.6	0.12	364.24	0	10.59	10.59	661.52	0.65
1981 11 17 12	36633.6	0	361.67	0	10.36	10.36	645.16	0.65
1981 11 18 12	36633.6	0	364.5	0	9.68	9.68	609.25	0.65
1981 11 19 12	36441.43	1.58	270.22	0	11.28	11.28	694.71	0.65
1981 11 20 12	36288	0.53	350.91	0	13.92	13.92	765.16	0.65
1981 11 21 12	36288	0	334.42	0	4.14	4.14	441.64	0.65
1981 11 22 12	36288	0	341.26	0	2.35	2.35	413.55	0.65
1981 11 23 12	36278.43	4.55	263.1	0	5.37	5.37	497.3	0.65
1981 11 24 12	36021.06	1.52	348.01	0	8.45	8.45	579.82	0.65
1981 11 25 12	35942.4	0	339.18	0	8.07	8.07	592.99	0.65
1981 11 26 12	35942.4	3.1	254.53	0	9.66	9.66	765.43	0.65
1981 11 27 12	35942.4	9.81	196.89	0	17.08	17.08	1259.25	0.65
1981 11 28 12	35942.4	2.93	303.5	0	13.76	13.76	991.67	0.65
1981 11 29 12	35819.48	13.25	199.5	0	12.09	12.09	936.07	0.65
1981 11 30 12	35613.81	28.89	171.75	0	10.59	10.59	926.82	0.65
1981 12 01 12	35596.8	8.27	213.93	0	11.07	11.07	920.48	0.65
