  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1980 12 14 12	35251.2	0.03	323.41	0	5.89	5.89	635.22	0.65
1980 12 15 12	35251.2	0.37	280.91	0	6.91	6.91	567.01	0.65
1980 12 16 12	35251.2	0.09	167.29	0	9.81	9.81	903.04	0.65
1980 12 17 12	35251.2	0	317.17	0	5.3	5.3	606.14	0.65
1980 12 18 12	35251.2	0	305.87	0	5.5	5.5	590.63	0.65
1980 12 19 12	35251.2	0	128.13	0	5.82	5.82	739.21	0.65
1980 12 20 12	35251.2	0	258.85	0	-0.47	-0.47	320.77	0.65
1980 12 21 12	35251.2	0	215.06	0	-0.71	-0.71	327.07	0.65
1980 12 22 12	35251.2	0	224.99	0	3.63	3.63	486.72	0.65
1980 12 23 12	35251.2	0.26	120.95	0	6.87	6.87	786.43	0.65
1980 12 24 12	35251.2	5.15	198.43	0	9.98	9.98	1080.48	0.65
1980 12 25 12	35251.2	0	311.12	0	-1.87	-1.87	326.73	0.65
1980 12 26 12	35251.2	0	235.9	0	0.4	0.4	315.76	0.65
1980 12 27 12	35251.2	0	255.68	0	2.41	2.41	466.14	0.65
1980 12 28 12	35251.2	0	309.07	0	2.62	2.62	466.83	0.65
1980 12 29 12	35251.2	0	206.61	0	6.06	6.06	655.17	0.65
1980 12 30 12	35251.2	0	314.8	0	4.2	4.2	640.94	0.65
1980 12 31 12	35251.2	0	276.44	0	4.98	4.98	624.84	0.65
1981 01 01 12	35251.2	0	306.88	0	6.12	6.12	652.98	0.65
1981 01 02 12	35251.2	0	316.09	0	4.74	4.74	570.65	0.65
1981 01 03 12	35268.21	0	307.7	0	4.68	4.68	513.06	0.65
1981 01 04 12	35404.62	0	315.43	0	1.63	1.63	478.15	0.65
1981 01 05 12	35536.19	0	312.6	0	-2.7	-2.7	229.13	0.65
1981 01 06 12	35596.8	7.07	83.03	0	-1.29	-1.29	387.2	0.65
1981 01 07 12	35596.8	8.51	319.34	0	2.04	2.04	599.68	0.65
1981 01 08 12	35596.8	0	311.21	0	0.3	0.3	338.68	0.65
1981 01 09 12	35596.8	0	310.79	0	3.4	3.4	429.76	0.65
1981 01 10 12	35596.8	0	327.41	0	-1.02	-1.02	386.24	0.65
1981 01 11 12	35675.46	0	205.17	0	-3.26	-3.26	285.08	0.65
1981 01 12 12	35932.83	0	336.82	0	-5.92	-5.92	220.44	0.65
1981 01 13 12	35942.4	0	329.07	0	-2.86	-2.86	273.31	0.65
1981 01 14 12	35942.4	0	255.95	0	2.17	2.17	518.3	0.65
1981 01 15 12	35942.4	0	327.45	0	4.44	4.44	614.78	0.65
1981 01 16 12	35942.4	0	284.66	0	2.15	2.15	510.99	0.65
1981 01 17 12	36165.09	0	340.18	0	-2.37	-2.37	309.37	0.65
1981 01 18 12	36288	0	339.98	0	-1.94	-1.94	289.1	0.65
1981 01 19 12	36288	0.01	279.54	0	2.14	2.14	369.57	0.65
1981 01 20 12	36288	14.95	86.05	0	5.61	5.61	689.7	0.65
1981 01 21 12	36305.01	5.08	162.97	0	5.31	5.31	819.37	0.65
1981 01 22 12	36624.03	0	205.11	0	6.01	6.01	798.45	0.65
1981 01 23 12	36633.6	0	285.66	0	7.02	7.02	800.03	0.65
1981 01 24 12	36633.6	0	343.86	0	7.27	7.27	695.64	0.65
1981 01 25 12	36633.6	0	343.39	0	8.42	8.42	749.55	0.65
1981 01 26 12	36918.59	0	307.65	0	10.98	10.98	1032.48	0.65
1981 01 27 12	36979.2	0.48	256.81	0	13.99	13.99	1231.07	0.65
1981 01 28 12	36979.2	0.18	358.42	0	8.81	8.81	712.58	0.65
1981 01 29 12	36979.2	0.01	354.67	0	8.86	8.86	592.18	0.65
1981 01 30 12	37315.23	0.4	317.94	0	9.44	9.44	887.34	0.65
1981 01 31 12	37324.8	0.37	325.36	0	4.03	4.03	610.15	0.65
1981 02 01 12	37324.8	19	104.28	0	8.49	8.49	996.6	0.65
1981 02 02 12	37403.46	10.5	279.87	0	2.5	2.5	588.54	0.65
1981 02 03 12	37670.4	0	382.66	0	-1.84	-1.84	253.51	0.65
1981 02 04 12	37670.4	0	356.08	0	0.61	0.61	359.93	0.65
1981 02 05 12	37670.4	0.03	274.61	0	-0.72	-0.72	289.4	0.65
1981 02 06 12	38006.43	0.63	185.75	0	3.87	3.87	564.21	0.65
1981 02 07 12	38016	0.01	236.46	0	8.3	8.3	886.77	0.65
1981 02 08 12	38016	0.33	347.59	0	7.99	7.99	838.78	0.65
1981 02 09 12	38238.69	0	347.8	0	3.43	3.43	421.61	0.65
1981 02 10 12	38361.6	48.77	202.46	0	8.99	8.99	994.7	0.65
1981 02 11 12	38361.6	5.17	301.29	0	2.32	2.32	711.08	0.65
1981 02 12 12	38440.26	0	400.97	0	-6.8	-6.8	241.45	0.65
1981 02 13 12	38707.2	0	203.87	0	-1.43	-1.43	367.58	0.65
1981 02 14 12	38707.2	0	292.22	0	3.75	3.75	565.49	0.65
1981 02 15 12	38724.21	0.31	106.98	0	7.89	7.89	873.17	0.65
1981 02 16 12	39052.8	4.96	114.33	0	12.29	12.29	1297.16	0.65
1981 02 17 12	39052.8	4.65	226.12	0	13.64	13.64	1433.09	0.65
1981 02 18 12	39069.81	3.45	316.58	0	15.53	15.53	1524.78	0.65
1981 02 19 12	39398.4	0.04	376.46	0	17.17	17.17	1514.65	0.65
1981 02 20 12	39398.4	0	415.48	0	13.88	13.88	1049.85	0.65
1981 02 21 12	39415.41	0	392.68	0	14.24	14.24	881.24	0.65
1981 02 22 12	39744	4.33	274.61	0	16.48	16.48	1409.75	0.65
1981 02 23 12	39744	0.22	426.26	0	10.47	10.47	767.3	0.65
1981 02 24 12	39897.43	0	430.39	0	8.67	8.67	597.21	0.65
1981 02 25 12	40089.6	0	421.72	0	12.98	12.98	695.36	0.65
1981 02 26 12	40089.6	0	371.77	0	15.32	15.32	962.67	0.65
1981 02 27 12	40425.63	0	421.14	0	18.22	18.22	1050.81	0.65
1981 02 28 12	40435.2	0.35	149.83	0	14.51	14.51	1115.28	0.65
1981 03 01 12	40435.2	8.55	142.33	0	12.64	12.64	1322.81	0.65
1981 03 02 12	40780.8	1.7	466.63	0	9.76	9.76	907.47	0.65
1981 03 03 12	40780.8	0	451.38	0	9.36	9.36	723.61	0.65
1981 03 04 12	40780.8	30.96	144.92	0	9.79	9.79	1007.83	0.65
1981 03 05 12	41126.4	3.91	418.91	0	13.56	13.56	1333.41	0.65
1981 03 06 12	41126.4	0	475.07	0	6.7	6.7	699.98	0.65
1981 03 07 12	41126.4	0	419.52	0	7.26	7.26	651.39	0.65
1981 03 08 12	41472	0.03	300.26	0	6.42	6.42	585.8	0.65
1981 03 09 12	41472	0.01	483.53	0	7	7	604.04	0.65
1981 03 10 12	41817.6	0	415.23	0	6.97	6.97	631.61	0.65
1981 03 11 12	41817.6	0	490.64	0	11.44	11.44	769.96	0.65
1981 03 12 12	41817.6	0	438.58	0	9.01	9.01	557.73	0.65
1981 03 13 12	42163.2	0	445.15	0	11.72	11.72	733.71	0.65
1981 03 14 12	42163.2	0.29	500.9	0	11.66	11.66	752.12	0.65
1981 03 15 12	42163.2	1.54	337.71	0	11.4	11.4	690.07	0.65
1981 03 16 12	42508.8	5.93	506.81	0	12.77	12.77	987.82	0.65
1981 03 17 12	42508.8	0	502.32	0	9.43	9.43	642.06	0.65
1981 03 18 12	42844.83	13.15	277.19	0	11.59	11.59	1050.71	0.65
1981 03 19 12	42854.4	0.18	506.84	0	5.12	5.12	559.15	0.65
1981 03 20 12	42854.4	2.42	508.6	0	5.55	5.55	533.65	0.65
1981 03 21 12	43200	0.04	352.63	0	10.03	10.03	718.81	0.65
1981 03 22 12	43200	30.28	290.93	0	11.41	11.41	1131.42	0.65
1981 03 23 12	43200	0.16	319.74	0	9.31	9.31	905.76	0.65
1981 03 24 12	43545.6	0	483.73	0	10.71	10.71	801.66	0.65
1981 03 25 12	43545.6	0	491.14	0	11.19	11.19	694.65	0.65
1981 03 26 12	43555.17	0	515.12	0	13.89	13.89	763.74	0.65
1981 03 27 12	43891.2	0	508.35	0	13.94	13.94	973.12	0.65
1981 03 28 12	43891.2	0	510.34	0	16.14	16.14	1058.92	0.65
1981 03 29 12	44236.8	9.71	158.42	0	16.2	16.2	1481.81	0.65
1981 03 30 12	44236.8	72.82	521.7	0	16.99	16.99	1562.84	0.65
1981 03 31 12	44236.8	0	521.43	0	18.04	18.04	1420.64	0.65
1981 04 01 12	44582.4	24.2	476.13	0	21.12	21.12	1742.85	0.65
1981 04 02 12	44582.4	0	514.47	0	17.29	17.29	910.27	0.65
1981 04 03 12	44582.4	0.03	317.59	0	17.62	17.62	1393.47	0.65
1981 04 04 12	44928	5.41	327.11	0	20.48	20.48	1957.2	0.65
1981 04 05 12	44928	23.65	511.55	0	18.37	18.37	1594.72	0.65
1981 04 06 12	45273.6	0	519.68	0	12.33	12.33	775.45	0.65
1981 04 07 12	45273.6	0	258.39	0	12.81	12.81	901.8	0.65
1981 04 08 12	45273.6	0	205.5	0	14.96	14.96	1310.28	0.65
1981 04 09 12	45619.2	0.14	349.42	0	19.94	19.94	1866.45	0.65
1981 04 10 12	45619.2	0	487.97	0	22.38	22.38	1981.23	0.65
1981 04 11 12	45619.2	0	505.9	0	20.7	20.7	1791.27	0.65
1981 04 12 12	45964.8	0	419.59	0	21.23	21.23	1913.76	0.65
1981 04 13 12	45964.8	0	483.89	0	22.23	22.23	1977.74	0.65
1981 04 14 12	45974.37	0	452.51	0	21.75	21.75	1885.78	0.65
1981 04 15 12	46310.4	0	306.67	0	18.22	18.22	1513.62	0.65
1981 04 16 12	46310.4	0	431.25	0	18.86	18.86	1610.07	0.65
1981 04 17 12	46502.57	1.56	382.76	0	22.07	22.07	2076.19	0.65
1981 04 18 12	46656	0.11	276.28	0	22.93	22.93	2131.25	0.65
1981 04 19 12	46656	0.29	395.41	0	22.81	22.81	1974.73	0.65
1981 04 20 12	46984.59	0.95	338.84	0	23.23	23.23	2165.08	0.65
1981 04 21 12	47001.6	0.09	511.67	0	18.39	18.39	1628.07	0.65
1981 04 22 12	47001.6	1.46	325.48	0	20.07	20.07	1853.1	0.65
1981 04 23 12	47330.19	6.64	309.44	0	22.05	22.05	2158.68	0.65
1981 04 24 12	47347.2	1.2	531.83	0	18.11	18.11	1417.52	0.65
1981 04 25 12	47347.2	0	532.94	0	16.52	16.52	1066.77	0.65
1981 04 26 12	47675.79	0	522.62	0	19.62	19.62	1336.12	0.65
1981 04 27 12	47692.8	0	523.09	0	20.71	20.71	1504.84	0.65
1981 04 28 12	47692.8	0.02	521.25	0	21.24	21.24	1578.23	0.65
1981 04 29 12	47959.74	4.2	353.37	0	21.68	21.68	2016.96	0.65
1981 04 30 12	48038.4	0.42	513.9	0	23.8	23.8	2068.55	0.65
1981 05 01 12	48038.4	0.01	424.66	0	20.35	20.35	1547.09	0.65
1981 05 02 12	48161.31	0	595.55	0	15.88	15.88	1155.11	0.65
1981 05 03 12	48384	0	580.33	0	16.72	16.72	1147.3	0.65
1981 05 04 12	48384	0	498.06	0	19.64	19.64	1501.67	0.65
1981 05 05 12	48393.57	0.11	259.14	0	21.62	21.62	1953.15	0.65
1981 05 06 12	48729.6	1.78	201.62	0	19.98	19.98	2000.26	0.65
1981 05 07 12	48729.6	0	336.63	0	18.32	18.32	1716.95	0.65
1981 05 08 12	48729.6	0	375.57	0	17.94	17.94	1571.34	0.65
1981 05 09 12	48996.54	0	421.04	0	19.27	19.27	1625.83	0.65
1981 05 10 12	49075.2	1.69	335.6	0	20.36	20.36	1887.57	0.65
1981 05 11 12	49075.2	0.23	442.8	0	14.92	14.92	1330.53	0.65
1981 05 12 12	49084.77	0	593.51	0	15.43	15.43	1223.74	0.65
1981 05 13 12	49420.8	0	548.68	0	17.94	17.94	1373.33	0.65
1981 05 14 12	49420.8	0.17	517.43	0	20.03	20.03	1779.41	0.65
1981 05 15 12	49420.8	0	549.9	0	15.23	15.23	1234.86	0.65
1981 05 16 12	49481.41	0.27	198.86	0	14.4	14.4	1241.67	0.65
1981 05 17 12	49766.4	12.27	333.35	0	17.68	17.68	1676.72	0.65
1981 05 18 12	49766.4	5.47	504.32	0	22.82	22.82	2123.06	0.65
1981 05 19 12	49766.4	27.38	372.35	0	23.52	23.52	2343.8	0.65
1981 05 20 12	49775.97	0.44	378.35	0	17.08	17.08	1612.95	0.65
1981 05 21 12	50094.99	0	583.81	0	17.23	17.23	1369.91	0.65
1981 05 22 12	50112	0	554.25	0	18.88	18.88	1463.22	0.65
1981 05 23 12	50112	0	555.85	0	20.09	20.09	1654.48	0.65
1981 05 24 12	50112	0.04	578.28	0	21.45	21.45	1870.61	0.65
1981 05 25 12	50234.91	0.9	396.48	0	23.72	23.72	2291.85	0.65
1981 05 26 12	50457.6	17.07	334.05	0	22.38	22.38	2169.62	0.65
1981 05 27 12	50457.6	7.1	434.05	0	22.2	22.2	2164.04	0.65
1981 05 28 12	50457.6	0	563.61	0	22.92	22.92	1944.49	0.65
1981 05 29 12	50457.6	0.36	372.94	0	24.35	24.35	2168.45	0.65
1981 05 30 12	50467.17	0.19	546.7	0	25.94	25.94	2513.82	0.65
1981 05 31 12	50724.54	1.96	465.94	0	26.02	26.02	2513.39	0.65
1981 06 01 12	50803.2	20.03	361.26	0	25.66	25.66	2681.25	0.65
1981 06 02 12	50803.2	8.9	328.69	0	24.35	24.35	2542.58	0.65
1981 06 03 12	50803.2	6.3	409.97	0	24.97	24.97	2578.17	0.65
1981 06 04 12	50803.2	9.69	433.1	0	26.9	26.9	2874.92	0.65
1981 06 05 12	50803.2	0.03	365.51	0	27.57	27.57	2958.6	0.65
1981 06 06 12	50812.77	1.68	409.01	0	25.6	25.6	2755.08	0.65
1981 06 07 12	50995.38	2.8	389.71	0	25.95	25.95	2704.58	0.65
1981 06 08 12	51131.79	0.65	325.86	0	26.01	26.01	2857.08	0.65
1981 06 09 12	51148.8	0.03	552.67	0	28.52	28.52	3085.11	0.65
1981 06 10 12	51148.8	1.57	539.93	0	28.89	28.89	3130.78	0.65
1981 06 11 12	51148.8	5.76	413.05	0	28.05	28.05	2997.76	0.65
1981 06 12 12	51148.8	7.02	397.75	0	26.82	26.82	2845.66	0.65
1981 06 13 12	51148.8	0.24	515.63	0	27.9	27.9	2783.29	0.65
1981 06 14 12	51148.8	0	558.09	0	27.55	27.55	2739.84	0.65
1981 06 15 12	51148.8	0	537.35	0	27.2	27.2	2582.42	0.65
1981 06 16 12	51148.8	0.22	498.45	0	27.34	27.34	2691.32	0.65
1981 06 17 12	51148.8	0	529.59	0	26.19	26.19	2566.11	0.65
1981 06 18 12	51148.8	0.11	559.56	0	26.03	26.03	2208.74	0.65
1981 06 19 12	51148.8	0.16	444.16	0	26.39	26.39	2211.7	0.65
1981 06 20 12	51148.8	0	508.8	0	28.72	28.72	2748.33	0.65
1981 06 21 12	51148.8	0	570.19	0	27.99	27.99	2628.58	0.65
1981 06 22 12	51148.8	0	532.31	0	27.88	27.88	2704.22	0.65
1981 06 23 12	51148.8	0	546.75	0	29.55	29.55	2655.68	0.65
1981 06 24 12	51148.8	0.06	542.25	0	28.85	28.85	2486.38	0.65
1981 06 25 12	51148.8	1.58	508.66	0	28.68	28.68	2749.43	0.65
1981 06 26 12	51148.8	15.77	573.61	0	27.75	27.75	2492.52	0.65
1981 06 27 12	51148.8	0.09	583.77	0	23.39	23.39	1700.04	0.65
1981 06 28 12	51148.8	0.03	504.85	0	26.06	26.06	2114.01	0.65
1981 06 29 12	51148.8	12.15	267.42	0	25.67	25.67	2535.22	0.65
1981 06 30 12	51148.8	1.44	408.63	0	25.94	25.94	2248.77	0.65
1981 07 01 12	51148.8	18.04	335.84	0	26.2	26.2	2566.22	0.65
1981 07 02 12	51148.8	11.21	373.36	0	24.15	24.15	2388.18	0.65
1981 07 03 12	51148.8	0.26	325.17	0	24.23	24.23	2405.73	0.65
1981 07 04 12	51148.8	0.12	337.59	0	24.92	24.92	2547.32	0.65
1981 07 05 12	51070.14	13.13	326.1	0	25.32	25.32	2688.21	0.65
1981 07 06 12	50926.11	3.57	414.43	0	25.5	25.5	2625.07	0.65
1981 07 07 12	50803.2	0.16	635.1	0	27.8	27.8	2679.49	0.65
1981 07 08 12	50803.2	0.05	626.37	0	28.35	28.35	2583.23	0.65
1981 07 09 12	50803.2	0.05	611.91	0	29.44	29.44	2735.44	0.65
1981 07 10 12	50803.2	0.71	548.11	0	29.32	29.32	2780.24	0.65
1981 07 11 12	50803.2	1.4	554.46	0	29.78	29.78	2744.22	0.65
1981 07 12 12	50786.19	0	554.45	0	29.2	29.2	2853.2	0.65
1981 07 13 12	50580.52	0	562.45	0	30.31	30.31	2931.43	0.65
1981 07 14 12	50457.6	0	507.12	0	30.57	30.57	2917.93	0.65
1981 07 15 12	50457.6	0	418.23	0	30.05	30.05	2948.08	0.65
1981 07 16 12	50457.6	0	356.2	0	30.4	30.4	2990.13	0.65
1981 07 17 12	50457.6	0.2	398.99	0	30.49	30.49	3031.85	0.65
1981 07 18 12	50378.94	0.07	560.12	0	30.03	30.03	2780.94	0.65
1981 07 19 12	50121.57	2.62	433.61	0	30.29	30.29	2940.85	0.65
1981 07 20 12	50112	0.82	505.61	0	29.74	29.74	3038.96	0.65
1981 07 21 12	50112	0.31	539.35	0	30.2	30.2	2919.13	0.65
1981 07 22 12	50112	0	639.85	0	28.98	28.98	2704.21	0.65
1981 07 23 12	49958.57	0	606.7	0	28.29	28.29	2269.61	0.65
1981 07 24 12	49766.4	4.57	549.26	0	29.86	29.86	2527.78	0.65
1981 07 25 12	49766.4	16.54	395.64	0	29.67	29.67	2875.44	0.65
1981 07 26 12	49766.4	3.57	489.8	0	29.36	29.36	2755.95	0.65
1981 07 27 12	49687.74	0.7	505.06	0	29.15	29.15	2722.06	0.65
1981 07 28 12	49420.8	0.43	432.04	0	28.33	28.33	2747.02	0.65
1981 07 29 12	49420.8	7.27	371.08	0	27.93	27.93	2793.16	0.65
1981 07 30 12	49420.8	0.59	549.42	0	25.86	25.86	2358.26	0.65
1981 07 31 12	49267.38	0	631.93	0	26.3	26.3	2172.73	0.65
1981 08 01 12	49075.2	0	535.12	0	25.42	25.42	2275.29	0.65
1981 08 02 12	49075.2	0	403.1	0	26.26	26.26	2413.46	0.65
1981 08 03 12	49075.2	0	405.76	0	26.78	26.78	2523.39	0.65
1981 08 04 12	48739.17	0.21	506.95	0	29.02	29.02	2680.51	0.65
1981 08 05 12	48729.6	0.99	322.87	0	29.27	29.27	2764.72	0.65
1981 08 06 12	48729.6	8.93	346.27	0	28.12	28.12	2892.3	0.65
1981 08 07 12	48650.94	21.94	300.85	0	28.08	28.08	3028.82	0.65
1981 08 08 12	48384	3.56	343.09	0	26.74	26.74	2722.48	0.65
1981 08 09 12	48384	0	569.65	0	27.59	27.59	2287.65	0.65
1981 08 10 12	48384	0.72	513.45	0	28.25	28.25	2282.91	0.65
1981 08 11 12	48038.4	3.65	331.21	0	27.55	27.55	2569.65	0.65
1981 08 12 12	48038.4	3.29	278.92	0	27.24	27.24	2552.18	0.65
1981 08 13 12	48038.4	0.96	523.83	0	26.79	26.79	2412.66	0.65
1981 08 14 12	47692.8	0.1	371.88	0	28.72	28.72	2681.14	0.65
1981 08 15 12	47692.8	0	323.14	0	28.42	28.42	2805.37	0.65
1981 08 16 12	47692.8	11.73	316.11	0	28.72	28.72	2826	0.65
1981 08 17 12	47347.2	13.49	322.3	0	27.86	27.86	2945.29	0.65
1981 08 18 12	47347.2	9.24	256.58	0	26.09	26.09	2767.19	0.65
1981 08 19 12	47347.2	6.6	273.46	0	21.58	21.58	2219.73	0.65
1981 08 20 12	47001.6	7.33	264.53	0	19.17	19.17	1994.68	0.65
1981 08 21 12	47001.6	3.05	417.37	0	21.16	21.16	2107.4	0.65
1981 08 22 12	47001.6	0.02	228.67	0	23.35	23.35	2270.3	0.65
1981 08 23 12	46656	0.08	339.34	0	25.14	25.14	2366.05	0.65
1981 08 24 12	46656	0	434.22	0	25.85	25.85	2388.14	0.65
1981 08 25 12	46656	0	552.72	0	26.46	26.46	2263.79	0.65
1981 08 26 12	46310.4	0.22	574.6	0	27.45	27.45	2218.78	0.65
1981 08 27 12	46310.4	1.52	446.89	0	26.25	26.25	2270.62	0.65
1981 08 28 12	46310.4	0.01	467.65	0	26.32	26.32	2258.82	0.65
1981 08 29 12	45964.8	0.31	362.5	0	27.17	27.17	2619.71	0.65
1981 08 30 12	45964.8	3.96	347.33	0	26.88	26.88	2774.1	0.65
1981 08 31 12	45964.8	3.86	333.89	0	26.63	26.63	2714.66	0.65
1981 09 01 12	45619.2	5.44	298.54	0	26.95	26.95	2754.99	0.65
1981 09 02 12	45619.2	2.67	258.04	0	26.23	26.23	2605.74	0.65
1981 09 03 12	45334.21	2.93	319.1	0	25.67	25.67	2661.95	0.65
1981 09 04 12	45273.6	0.23	275.23	0	25.77	25.77	2606.38	0.65
1981 09 05 12	45273.6	0	434.97	0	26.83	26.83	2452.13	0.65
1981 09 06 12	44928	0.39	388.31	0	26.96	26.96	2492.59	0.65
1981 09 07 12	44928	0.39	369.66	0	27.34	27.34	2624.18	0.65
1981 09 08 12	44928	0	291.74	0	24.6	24.6	2225.57	0.65
1981 09 09 12	44582.4	0	546.64	0	21.34	21.34	1649.04	0.65
1981 09 10 12	44582.4	0	538.82	0	20.77	20.77	1433.61	0.65
1981 09 11 12	44582.4	0.03	531.69	0	23.55	23.55	1625.99	0.65
1981 09 12 12	44236.8	0.07	495.04	0	25.7	25.7	2016.37	0.65
1981 09 13 12	44236.8	3.64	380.5	0	26.32	26.32	2240.61	0.65
1981 09 14 12	43891.2	5.7	289.64	0	26.2	26.2	2536.82	0.65
1981 09 15 12	43891.2	8.14	277.69	0	24.46	24.46	2534.21	0.65
1981 09 16 12	43891.2	1.55	501.88	0	23.15	23.15	2094.68	0.65
1981 09 17 12	43545.6	0	515.95	0	18.4	18.4	1355.39	0.65
1981 09 18 12	43545.6	0	479.88	0	14.13	14.13	1031.84	0.65
1981 09 19 12	43545.6	0	523.18	0	15.64	15.64	1048.52	0.65
1981 09 20 12	43200	0	528.47	0	17.09	17.09	1086.45	0.65
1981 09 21 12	43200	0	523.64	0	18.49	18.49	1221	0.65
1981 09 22 12	42854.4	0	513.23	0	20.91	20.91	1370.61	0.65
1981 09 23 12	42854.4	0	502.78	0	24.41	24.41	1814.21	0.65
1981 09 24 12	42854.4	0	494.48	0	20.25	20.25	1333.14	0.65
1981 09 25 12	42508.8	0	495.48	0	22.33	22.33	1658.56	0.65
1981 09 26 12	42508.8	0	491.07	0	24.3	24.3	1976.23	0.65
1981 09 27 12	42508.8	0	451.56	0	23.86	23.86	1884.43	0.65
1981 09 28 12	42163.2	0	458	0	26.03	26.03	1939.69	0.65
1981 09 29 12	42163.2	0	499.08	0	20.61	20.61	1207.19	0.65
1981 09 30 12	41817.6	0	498.74	0	22.14	22.14	1289.19	0.65
1981 10 01 12	41817.6	0	504.43	0	23.75	23.75	1714.47	0.65
1981 10 02 12	41817.6	0	522.37	0	20.31	20.31	1360.41	0.65
1981 10 03 12	41472	0	526.68	0	11.46	11.46	782.64	0.65
1981 10 04 12	41472	0	498.97	0	16.83	16.83	938.85	0.65
1981 10 05 12	41472	0.21	428.89	0	21.1	21.1	1547.63	0.65
1981 10 06 12	41126.4	0.21	317.06	0	23.33	23.33	1972.99	0.65
1981 10 07 12	41126.4	1.08	200.31	0	18.85	18.85	1463.99	0.65
1981 10 08 12	41065.79	7.13	113.4	0	13.61	13.61	1211.27	0.65
1981 10 09 12	40780.8	18.19	127.96	0	14.68	14.68	1542.96	0.65
1981 10 10 12	40780.8	11.18	227.56	0	16.39	16.39	1669.31	0.65
1981 10 11 12	40435.2	0	467.72	0	18.6	18.6	1702.32	0.65
1981 10 12 12	40435.2	0	342.17	0	19.59	19.59	1669.19	0.65
1981 10 13 12	40435.2	0.06	438.92	0	19.1	19.1	1394.59	0.65
1981 10 14 12	40089.6	0.01	210.29	0	16.19	16.19	1134.69	0.65
1981 10 15 12	40089.6	0.06	234.26	0	19.01	19.01	1565	0.65
1981 10 16 12	40089.6	0	374.06	0	21.81	21.81	1727.38	0.65
1981 10 17 12	39744	0.48	242.07	0	21.27	21.27	1764.45	0.65
1981 10 18 12	39744	13.79	359.25	0	19.98	19.98	1714.46	0.65
1981 10 19 12	39744	0.01	479.42	0	9.85	9.85	680	0.65
1981 10 20 12	39398.4	0	475.44	0	10.88	10.88	639.68	0.65
1981 10 21 12	39398.4	0	448.94	0	13.42	13.42	820.36	0.65
1981 10 22 12	39398.4	1.57	147.84	0	17.88	17.88	1489.19	0.65
1981 10 23 12	39052.8	13.46	288.87	0	14.21	14.21	1367.19	0.65
1981 10 24 12	39052.8	0.58	447.4	0	6.03	6.03	524.09	0.65
1981 10 25 12	39052.8	28.86	162.29	0	10.56	10.56	1179.39	0.65
1981 10 26 12	38707.2	16.78	230.33	0	15.08	15.08	1559.81	0.65
1981 10 27 12	38707.2	1.17	434.02	0	13.17	13.17	1239.48	0.65
1981 10 28 12	38707.2	0.04	436.14	0	13.24	13.24	1055.81	0.65
1981 10 29 12	38361.6	0	413.27	0	15.91	15.91	1220.3	0.65
1981 10 30 12	38361.6	0	428.37	0	17.11	17.11	1377.35	0.65
1981 10 31 12	38361.6	0	238.89	0	18.02	18.02	1480.38	0.65
1981 11 01 12	38016	0	169.41	0	19.05	19.05	1548.14	0.65
1981 11 02 12	38016	0	340.03	0	19.23	19.23	1584.45	0.65
1981 11 03 12	38016	0	350.1	0	19.2	19.2	1539.47	0.65
1981 11 04 12	37749.06	6.29	196.58	0	20.28	20.28	1668.47	0.65
1981 11 05 12	37670.4	0.4	295.93	0	21.3	21.3	1811.27	0.65
1981 11 06 12	37670.4	0.04	379.36	0	15.6	15.6	1197.86	0.65
1981 11 07 12	37660.83	0	380.27	0	10.37	10.37	698.91	0.65
1981 11 08 12	37324.8	0	372.63	0	12.71	12.71	778.91	0.65
1981 11 09 12	37324.8	0	153.12	0	13.76	13.76	1041.72	0.65
1981 11 10 12	37324.8	0	357.83	0	14.81	14.81	1145.5	0.65
1981 11 11 12	37132.62	0	373.44	0	11.58	11.58	885.39	0.65
1981 11 12 12	36979.2	0	371.14	0	10.83	10.83	762.08	0.65
1981 11 13 12	36979.2	0	345.72	0	12	12	734.38	0.65
1981 11 14 12	36979.2	0	362.47	0	12.09	12.09	710.01	0.65
1981 11 15 12	36712.26	0	333.84	0	13.36	13.36	777.62	0.65
1981 11 16 12	36633.6	0.83	335.1	0	14.28	14.28	1081.45	0.65
1981 11 17 12	36633.6	0.02	360.41	0	12.07	12.07	759.54	0.65
1981 11 18 12	36633.6	0.32	353.69	0	13.08	13.08	684.56	0.65
1981 11 19 12	36441.43	2.57	327.3	0	17.4	17.4	1434.3	0.65
1981 11 20 12	36288	0.87	237.83	0	9.55	9.55	852.01	0.65
1981 11 21 12	36288	0	351.89	0	3.8	3.8	464.16	0.65
1981 11 22 12	36288	0.07	323.08	0	5.54	5.54	450.44	0.65
1981 11 23 12	36278.43	0.03	257.57	0	8.66	8.66	687.07	0.65
1981 11 24 12	36021.06	4.35	346.37	0	12.3	12.3	1039.98	0.65
1981 11 25 12	35942.4	0	343.74	0	8.32	8.32	733.7	0.65
1981 11 26 12	35942.4	0	331.95	0	13.74	13.74	1089.53	0.65
1981 11 27 12	35942.4	14.44	201.25	0	17.88	17.88	1739.79	0.65
1981 11 28 12	35942.4	0.26	246.39	0	12.28	12.28	1060.04	0.65
1981 11 29 12	35819.48	3.54	76.52	0	7.78	7.78	729.94	0.65
